screen_time_hours,work_hours,sleep_hours,break_frequency,typing_speed_wpm,backspace_rate,pause_frequency,app_switch_rate,usage_type,focus_session_count,hydration_level,physical_activity,cognitive_load_score,burnout_level
15.96,2.91,3.87,3,41.3,12.47,2.62,10.27,0,8,4,34.4,9.9,2
7.87,3.89,5.66,0,63.1,8.6,10.03,24.86,0,0,1,50.6,24.6,1
15.72,4.99,4.01,10,43.1,12.56,8.11,21.23,2,4,1,119.7,21.6,2
9.72,3.73,3.96,10,41.8,8.07,3.74,15.54,0,5,4,21.3,12.4,1
7.41,1.55,6.83,9,55.0,8.67,7.04,15.6,2,3,1,116.5,16.1,1
10.07,5.39,8.08,7,81.7,5.63,6.52,14.4,2,1,2,119.7,2.0,1
13.5,10.28,7.42,4,34.9,16.02,3.45,2.75,0,0,1,94.6,18.7,1
4.12,1.45,5.78,2,74.2,12.74,7.23,17.72,2,7,4,89.9,19.7,0
6.48,5.72,8.42,7,79.0,11.1,1.75,3.27,0,6,5,60.0,0.1,0
12.89,3.99,3.88,2,74.5,9.28,14.64,13.0,1,2,5,16.4,27.3,2
12.99,10.18,4.66,3,81.1,9.06,1.63,2.6,1,8,1,3.3,0.0,2
9.19,5.76,3.98,7,48.2,7.2,5.48,22.83,0,1,1,96.9,15.0,1
6.91,5.03,6.44,8,51.9,5.8,7.55,22.54,0,6,4,102.4,17.9,1
5.94,2.72,6.73,0,41.9,3.45,3.48,31.91,2,2,5,77.5,6.0,1
5.36,5.06,8.89,0,66.4,6.55,4.84,21.45,0,2,4,78.3,3.4,0
15.04,10.59,5.83,7,39.0,9.64,2.2,21.58,2,1,1,81.9,7.6,2
14.53,8.54,5.48,3,61.5,11.44,10.65,27.04,2,3,2,104.9,23.6,2
8.74,6.82,4.69,2,59.9,5.89,4.68,3.12,0,2,5,102.6,4.6,1
8.17,5.73,8.87,3,54.0,5.03,4.69,21.61,0,6,2,116.4,11.1,1
12.08,4.18,7.1,3,60.5,8.64,7.28,7.56,0,4,3,90.1,12.7,1
12.3,10.17,8.42,4,35.3,3.19,9.66,33.76,2,6,4,65.5,24.5,1
7.35,5.38,6.59,7,70.9,9.72,4.85,0.0,0,4,2,26.8,0.0,1
13.21,4.2,6.08,10,71.5,16.9,2.42,13.52,0,2,3,60.9,1.7,1
4.7,1.49,5.43,7,63.8,0.0,3.65,21.91,0,3,2,17.5,0.0,0
11.68,3.59,6.21,5,26.6,16.62,3.47,23.84,0,6,2,45.7,29.3,1
8.67,1.96,4.02,1,80.1,16.08,3.4,14.09,2,5,2,2.2,2.0,1
14.93,2.06,6.02,5,72.1,12.58,4.66,14.83,0,7,2,82.2,7.8,1
10.67,10.45,5.56,6,68.0,20.09,4.38,7.11,2,3,4,12.7,15.5,1
8.91,4.45,4.61,3,43.4,3.07,7.1,31.71,2,8,1,52.4,7.9,1
9.4,6.81,7.27,6,57.4,6.34,3.92,12.84,0,4,1,50.1,0.1,1
11.08,4.18,7.29,4,43.4,2.76,5.04,18.58,1,4,2,43.8,17.6,1
7.45,4.35,4.95,9,57.5,10.05,2.23,24.62,1,0,4,107.8,7.5,1
4.35,1.52,6.15,1,84.6,9.77,3.1,27.12,1,8,1,58.3,6.2,0
12.8,7.9,3.11,8,86.6,9.55,1.44,11.84,0,7,3,15.1,0.0,2
7.06,4.83,3.01,7,78.6,7.01,2.68,15.66,2,3,5,28.2,2.4,1
13.22,11.37,4.39,7,49.0,12.36,8.72,23.09,1,1,1,8.5,22.9,2
2.9,2.01,4.64,0,82.2,13.4,5.14,7.5,0,6,5,109.4,10.8,1
3.61,1.22,8.05,9,40.5,0.0,1.95,20.68,2,1,4,44.0,2.9,0
15.25,9.42,7.39,8,33.7,16.33,8.08,22.78,2,2,5,79.3,30.3,1
9.05,3.19,6.64,0,32.6,6.74,6.88,18.17,0,7,3,117.8,18.2,1
3.2,1.6,3.55,3,90.9,9.41,7.31,0.25,0,6,2,7.6,4.3,1
5.67,5.24,8.7,10,91.8,5.41,3.36,17.5,0,5,2,68.7,0.0,0
3.54,1.96,7.16,3,70.9,6.89,9.11,32.36,1,0,3,119.6,19.6,0
7.8,4.41,6.13,9,30.6,10.42,0.9,6.99,0,2,5,91.6,7.8,1
8.19,7.4,5.81,3,66.5,5.55,8.99,29.74,2,0,3,101.6,17.5,1
15.96,9.19,8.03,6,50.8,10.4,5.19,8.49,1,2,3,38.4,11.3,1
12.39,11.69,6.59,2,64.4,9.91,5.9,24.99,2,8,3,12.9,15.1,2
12.14,5.24,3.44,1,41.1,21.02,5.03,23.19,2,5,2,11.9,27.2,2
6.21,2.36,8.34,10,44.2,14.06,9.21,21.17,2,2,1,116.8,30.7,0
11.94,1.82,4.91,1,51.3,17.75,4.79,17.42,2,1,3,35.5,17.3,1
11.37,3.97,6.6,4,77.3,7.27,2.98,50.83,0,3,4,89.4,15.7,1
10.84,6.68,5.53,0,81.8,19.55,10.7,32.52,2,8,4,78.2,29.1,2
13.63,6.49,7.21,3,40.5,11.52,9.88,11.98,1,3,5,72.8,22.5,1
2.99,1.57,7.01,2,87.9,5.79,3.89,13.29,0,4,5,92.9,0.0,0
4.43,2.69,7.13,3,76.4,6.19,5.46,21.43,0,7,3,28.0,9.4,0
4.66,2.68,6.68,1,93.0,9.76,0.98,38.05,2,4,4,66.6,0.0,0
4.92,3.38,7.55,0,51.6,14.39,5.11,32.17,2,5,4,49.9,24.7,1
14.03,4.4,6.19,8,65.8,12.13,0.5,24.16,2,6,3,102.8,7.8,1
15.79,10.94,6.17,2,27.2,15.65,9.08,28.81,1,2,3,26.5,33.7,2
7.13,5.63,5.64,9,53.4,4.16,6.86,16.44,1,8,4,46.4,10.0,1
14.02,5.09,4.84,10,60.5,14.69,4.37,22.23,2,6,2,72.7,9.0,1
5.27,4.45,5.32,8,57.3,9.43,1.1,20.8,0,5,3,61.3,0.0,1
11.81,7.42,8.52,6,26.6,15.43,0.02,11.67,0,3,5,119.7,16.7,1
5.7,2.58,8.06,4,92.3,11.32,2.74,23.43,1,4,4,100.2,3.9,0
9.26,8.53,4.96,4,54.3,5.93,6.41,21.51,2,8,4,4.8,16.6,1
7.16,2.33,6.23,3,56.3,12.56,4.55,34.8,0,5,4,29.3,16.7,1
12.63,7.55,6.65,10,78.4,9.14,9.78,14.2,1,6,1,116.3,14.7,1
14.23,7.25,5.31,0,24.7,9.18,3.66,8.02,0,8,5,13.7,21.3,1
4.67,2.66,8.64,8,47.3,7.35,2.02,22.79,2,0,4,94.8,1.1,0
9.8,6.12,8.14,0,47.6,11.82,3.32,15.48,1,6,4,101.6,5.4,1
12.22,5.38,3.4,7,52.7,7.24,6.59,23.6,0,4,2,25.3,10.5,1
3.58,1.93,6.96,6,83.6,16.7,0.65,19.23,0,7,5,52.0,3.0,0
4.7,3.85,6.31,7,41.6,10.54,8.57,19.12,1,8,2,57.6,20.5,0
10.66,5.88,4.94,7,74.3,6.0,8.04,15.14,0,7,2,116.3,14.8,1
10.75,7.07,3.88,4,51.6,10.65,4.24,13.56,0,3,3,31.0,15.8,1
3.9,2.11,3.7,7,68.1,12.12,0.63,18.61,0,7,5,94.5,2.5,1
7.34,2.48,3.6,4,91.8,11.29,5.67,18.19,2,0,1,108.0,6.8,1
3.47,1.1,8.84,1,47.8,3.62,5.66,11.68,1,8,2,19.4,10.9,0
15.94,6.81,8.04,10,65.8,14.08,4.68,14.33,1,1,4,24.7,8.8,1
2.99,1.66,3.11,4,50.8,8.32,1.89,42.03,1,1,4,67.4,10.7,1
7.65,5.55,3.61,8,60.2,4.44,7.12,22.77,2,8,5,43.4,8.6,1
4.26,1.04,6.58,6,31.2,0.55,5.27,19.74,1,2,2,48.2,12.4,0
4.2,3.45,3.42,10,72.0,11.67,3.1,22.03,1,6,3,110.1,5.5,1
14.14,2.78,6.79,9,48.5,11.0,0.71,31.23,1,1,2,101.1,12.4,1
10.03,3.9,4.54,6,33.2,7.36,4.36,19.36,2,2,3,41.4,16.6,1
8.22,4.63,7.55,8,58.9,9.72,9.56,11.28,0,6,3,62.6,18.0,1
12.73,9.65,5.76,4,52.3,9.3,7.52,28.63,0,5,1,116.0,18.0,2
7.27,1.49,5.41,0,72.0,9.22,2.17,3.19,0,4,1,68.8,0.0,1
15.39,8.27,6.49,3,61.1,14.85,1.92,8.54,0,5,5,34.5,3.2,1
13.09,1.93,6.6,6,58.3,15.21,3.12,7.23,1,4,2,11.6,11.4,1
7.67,6.37,5.81,3,81.7,0.0,1.82,16.41,0,6,5,66.7,0.0,1
2.18,1.86,5.29,6,45.6,10.14,6.86,17.72,0,5,1,37.4,14.2,0
8.59,7.8,6.36,8,39.0,4.59,4.99,24.04,2,3,1,35.4,17.7,1
8.26,3.76,3.72,4,80.1,10.56,2.24,27.17,2,4,1,44.0,2.5,1
15.12,10.84,3.35,1,63.1,8.11,5.02,30.42,2,5,5,31.7,7.8,2
4.45,3.35,5.94,2,84.1,16.91,5.74,0.77,0,0,4,77.7,8.4,1
8.31,5.09,3.02,3,85.8,9.92,7.87,24.3,0,3,1,30.0,18.0,1
14.86,9.68,4.72,7,76.4,12.51,3.81,30.34,2,4,5,91.3,10.9,2
14.28,4.26,8.98,3,33.7,9.86,5.42,27.51,2,3,3,116.3,24.4,1
9.22,4.83,8.29,1,79.9,11.37,3.2,17.44,0,0,3,104.6,4.8,1
9.89,1.62,6.58,1,69.5,6.13,2.18,39.06,2,7,1,105.9,5.1,1
7.61,6.51,7.03,3,57.4,8.0,7.7,15.57,0,8,1,112.3,20.3,1
8.07,1.79,7.26,10,32.0,10.71,6.01,19.39,1,4,4,83.6,17.3,0
14.91,10.76,5.43,3,45.1,19.72,11.22,21.88,0,5,3,18.9,39.2,2
15.9,9.48,6.1,7,51.1,13.84,7.83,23.4,1,3,4,10.4,27.5,1
11.21,2.48,5.38,5,84.9,10.66,8.29,7.44,0,6,4,11.4,9.1,1
12.13,7.19,7.27,4,78.1,8.96,6.52,35.26,2,1,5,59.1,13.2,1
13.53,4.45,5.72,3,64.8,14.14,8.31,1.92,0,1,1,99.1,10.8,1
11.59,2.32,8.66,5,37.0,9.04,3.34,20.08,2,4,2,117.8,16.6,1
6.8,4.83,3.68,6,56.1,15.15,6.35,29.17,2,4,1,2.8,23.4,1
9.81,5.11,6.45,7,63.2,13.44,1.69,4.66,2,3,4,1.5,10.4,1
15.55,4.05,7.26,4,39.8,7.86,4.72,9.51,0,4,3,72.5,10.4,1
4.29,1.07,8.45,4,76.2,5.58,5.87,26.42,0,6,4,88.7,0.0,0
14.57,6.04,6.76,4,54.8,7.34,3.76,21.66,1,8,4,18.1,8.0,1
5.94,4.09,5.47,0,89.3,9.08,8.36,15.12,1,3,4,88.6,6.5,1
11.82,2.91,8.83,3,30.7,6.55,9.51,22.15,0,8,4,6.1,26.2,0
10.83,1.43,3.21,0,68.6,4.62,0.08,28.38,2,4,1,74.7,0.0,1
5.02,4.48,6.52,8,44.1,0.42,4.58,18.27,0,1,5,106.3,11.2,1
9.26,7.94,4.53,10,36.1,8.91,3.09,8.82,1,8,3,67.4,12.8,1
14.2,9.33,7.34,2,36.9,8.25,2.77,18.94,1,2,1,86.6,4.9,2
11.88,9.82,6.66,10,92.5,7.63,8.07,26.97,1,8,1,54.1,18.0,1
3.32,2.72,7.8,9,59.9,7.51,5.84,21.7,2,6,1,1.4,3.5,0
15.29,11.35,4.09,9,51.0,18.61,3.54,25.43,2,8,3,20.7,22.9,2
4.03,3.83,5.93,9,72.4,4.63,2.02,21.67,1,1,3,70.9,0.0,0
9.68,6.17,4.25,10,36.5,12.57,3.82,34.83,2,2,1,37.5,19.8,1
6.71,4.34,6.12,7,53.6,2.47,9.19,15.13,0,7,1,95.8,14.5,1
3.68,1.33,8.69,3,87.0,10.34,6.06,22.34,0,7,2,91.1,7.1,0
6.41,2.94,8.79,3,86.1,7.84,1.17,23.76,1,5,5,79.1,0.0,0
4.67,3.32,6.31,4,86.1,8.0,1.38,18.61,2,4,1,72.3,0.0,0
4.46,1.98,4.24,9,53.4,3.39,0.0,15.61,1,5,4,92.8,1.4,0
9.4,8.06,3.41,8,98.7,7.56,4.11,11.15,0,6,4,67.8,0.6,1
13.82,1.05,6.12,5,54.4,12.11,4.24,13.82,0,8,4,104.8,13.6,1
15.32,7.19,8.76,6,40.7,15.34,8.69,32.19,2,3,1,45.0,30.3,1
12.38,2.62,4.34,0,41.7,10.03,7.84,17.47,0,1,3,110.1,24.6,2
7.83,7.24,7.94,6,74.9,23.14,7.7,12.73,0,1,1,47.3,23.8,1
5.59,1.57,7.28,10,73.7,6.43,7.85,14.94,0,3,1,2.2,7.2,0
7.98,1.17,3.4,2,58.0,8.91,0.34,27.34,2,0,1,16.7,7.2,1
15.12,10.32,4.47,7,33.9,15.27,9.54,33.69,2,2,5,111.0,34.2,2
13.57,1.03,7.99,9,30.8,16.53,2.0,24.78,1,2,4,17.2,21.4,1
15.6,2.62,7.6,1,31.0,14.06,1.25,17.25,1,4,3,74.6,20.1,1
9.06,5.72,8.93,10,67.6,11.83,11.39,28.92,2,0,1,42.7,28.8,0
8.16,3.01,3.74,6,74.7,5.1,1.75,19.24,0,8,1,56.9,0.0,1
2.27,1.83,3.32,2,70.3,9.02,7.56,13.94,0,1,5,95.0,10.6,1
10.6,1.94,8.37,1,82.8,11.03,8.46,19.64,1,8,5,104.4,11.6,1
2.17,2.05,8.47,2,52.9,10.79,2.41,17.17,1,8,1,80.9,13.9,0
7.95,5.06,6.72,0,29.5,11.09,0.76,14.88,0,5,5,101.7,12.0,1
11.39,7.72,4.31,6,55.3,12.62,3.19,11.36,0,5,3,7.1,12.6,1
7.04,3.88,6.63,3,50.4,6.51,8.75,16.08,0,7,4,57.6,10.9,1
4.35,3.14,3.69,8,97.4,11.32,0.0,11.12,0,3,3,90.6,0.0,1
10.42,1.48,8.16,7,54.9,16.39,5.58,19.75,1,7,3,59.2,9.0,1
9.63,3.86,4.05,4,96.5,7.04,3.86,7.91,1,5,3,118.7,0.0,1
9.66,4.98,4.99,5,44.4,1.19,3.8,0.91,0,2,4,57.2,2.3,1
6.92,4.71,4.08,8,84.1,6.17,4.86,29.01,2,8,1,42.6,5.3,1
15.97,9.52,5.43,9,35.3,14.88,5.85,20.61,1,4,1,62.8,23.5,2
15.95,11.4,7.38,8,49.8,15.77,6.68,26.14,2,3,3,46.4,24.1,1
2.26,1.84,6.53,4,69.9,0.0,1.83,16.45,1,3,3,72.7,1.2,0
9.18,6.94,5.86,3,75.4,11.61,5.0,0.0,0,2,1,31.3,1.6,1
14.26,1.57,4.81,2,29.4,20.4,2.76,24.76,1,4,5,95.2,28.0,1
12.95,2.14,4.67,4,29.2,10.08,7.64,13.09,1,2,3,86.9,23.8,1
11.12,7.17,6.09,6,84.1,10.66,1.95,19.01,1,7,5,91.0,4.6,1
12.7,8.01,8.75,6,62.4,11.85,3.2,17.88,0,7,4,78.6,10.8,1
4.53,4.36,3.35,6,58.8,8.8,0.0,23.99,1,6,3,83.5,7.1,1
5.4,2.51,7.78,4,44.3,3.2,4.6,15.01,1,1,1,101.1,9.2,0
15.38,11.38,3.6,0,65.7,8.43,7.06,31.94,2,5,5,58.8,15.3,2
13.86,2.19,7.9,3,61.2,11.09,3.43,7.24,0,7,1,45.5,4.0,1
11.36,7.15,4.67,9,69.5,7.64,7.92,14.49,2,6,5,116.0,11.5,1
14.84,8.52,4.46,6,24.1,19.92,5.1,1.76,0,2,4,30.9,25.6,2
8.89,3.38,6.49,2,48.2,5.41,4.07,7.52,1,5,2,52.7,0.0,1
14.6,1.96,7.7,10,54.9,13.32,8.48,22.42,1,6,1,3.8,20.6,1
11.66,1.07,7.81,0,42.4,17.01,8.37,24.48,2,6,3,11.6,37.9,1
13.16,11.65,3.33,9,54.7,11.63,6.42,32.86,2,1,5,76.2,27.9,2
12.19,2.58,3.98,7,60.6,8.03,2.07,10.07,1,6,4,86.3,0.0,1
10.46,2.49,8.39,0,47.4,8.87,5.22,9.75,0,2,1,36.0,12.9,1
12.07,1.69,5.27,4,82.5,9.8,5.93,38.61,1,8,5,74.9,12.6,1
8.88,5.03,5.5,9,87.6,3.25,6.15,17.94,0,2,5,96.0,0.0,1
7.39,3.94,3.92,8,90.9,18.53,7.33,37.24,2,7,4,96.3,23.3,1
15.48,9.94,8.02,5,67.1,13.08,0.0,25.13,2,6,2,10.5,0.0,1
6.9,2.81,4.26,9,43.6,12.44,1.61,13.22,0,6,3,70.8,10.9,1
9.79,3.43,6.7,6,48.5,11.01,3.91,23.8,2,6,2,15.1,8.6,1
4.83,4.58,4.36,4,81.0,7.8,10.83,24.72,2,1,2,19.6,20.1,1
13.04,10.81,5.08,0,72.3,4.56,9.39,24.01,2,1,1,29.7,11.9,2
5.69,2.08,6.95,2,69.9,7.18,3.7,15.45,0,7,2,78.9,1.2,0
5.9,3.83,6.14,4,83.2,0.64,7.33,14.69,0,8,2,84.7,4.0,0
6.05,2.85,5.7,5,93.8,0.0,4.03,17.27,2,2,5,17.8,0.0,1
14.77,9.73,4.06,1,58.7,14.95,7.48,23.89,1,3,3,73.9,15.2,2
6.46,6.45,6.48,4,81.9,7.22,7.5,18.53,0,5,5,1.8,16.5,1
11.11,9.22,5.61,7,86.9,13.05,10.17,10.51,0,8,1,119.7,22.9,1
9.84,4.68,8.33,9,66.1,15.38,6.86,28.05,2,3,4,30.6,23.2,1
12.32,4.58,7.21,7,82.7,8.48,10.43,14.32,0,3,3,28.6,19.9,1
8.42,5.8,7.57,3,63.5,15.95,2.13,19.7,0,0,4,86.0,11.5,1
3.61,1.98,7.46,10,88.0,1.95,3.51,32.27,2,4,2,78.7,0.0,0
5.95,4.78,3.64,9,92.1,9.17,2.04,23.57,2,2,2,40.0,0.3,1
14.89,9.31,7.05,7,28.4,16.48,9.9,19.74,1,7,5,7.4,34.0,1
14.59,6.04,5.64,8,71.5,15.35,6.94,14.95,2,0,1,60.6,16.3,1
8.92,4.26,8.34,9,39.7,5.83,2.08,12.98,0,4,3,88.3,6.4,0
2.2,1.9,6.03,5,101.6,13.85,3.06,20.11,1,1,4,77.3,0.0,0
10.6,5.79,4.84,9,31.3,10.02,6.4,24.07,1,7,2,36.3,27.2,1
8.34,2.63,7.43,3,73.2,3.32,6.65,9.32,0,6,4,46.1,6.3,1
10.25,3.54,8.63,6,63.0,7.22,1.09,23.47,0,4,4,115.2,7.1,0
11.37,9.42,6.47,4,42.0,15.34,4.7,26.66,1,6,3,110.0,27.3,1
5.56,4.18,8.32,4,97.9,9.08,2.25,23.5,2,4,3,112.9,3.3,0
3.82,1.91,4.16,7,53.8,9.91,0.48,17.95,0,2,1,75.0,2.6,1
4.67,1.38,6.37,10,104.1,13.41,1.66,29.67,1,8,3,109.9,0.0,0
13.93,10.06,8.35,8,67.0,11.2,6.78,15.71,0,8,1,97.7,22.1,1
8.39,7.05,6.29,2,90.4,13.99,1.43,21.65,0,7,3,118.1,3.4,1
5.9,2.58,5.01,2,90.3,10.85,2.29,34.08,2,6,1,80.3,0.0,1
5.24,5.15,5.98,5,50.3,7.66,7.52,31.94,1,4,1,33.4,26.5,1
15.66,10.11,8.99,1,43.8,14.06,8.78,29.49,0,2,1,105.0,26.0,1
5.72,2.68,8.64,7,91.4,5.4,2.94,9.81,0,0,3,21.3,2.7,0
13.16,1.67,8.33,10,43.9,7.5,0.0,17.07,0,8,3,43.3,9.8,1
9.12,8.98,8.64,0,67.0,12.27,4.36,17.21,1,4,5,29.7,11.3,1
10.02,8.39,7.6,1,43.3,9.75,4.17,32.4,2,5,5,48.5,17.1,1
5.91,4.31,7.67,3,60.4,10.34,2.65,0.0,0,7,3,97.3,10.5,0
15.36,9.52,3.69,4,25.0,15.41,9.62,32.23,2,5,3,70.5,38.2,2
5.06,4.25,6.01,10,90.7,4.13,4.41,18.57,2,6,5,69.4,0.4,0
11.89,10.0,5.08,1,31.8,18.18,9.44,25.47,1,3,5,69.4,45.1,2
4.55,3.83,8.98,7,77.0,16.72,7.79,13.42,0,8,4,47.8,14.8,0
14.83,10.35,7.79,6,74.2,15.45,6.27,20.13,1,1,3,52.2,11.6,1
14.85,4.95,8.14,5,64.0,15.42,6.02,13.8,0,3,4,42.4,13.1,1
8.07,3.29,7.46,2,75.7,11.18,6.5,6.72,0,4,4,11.5,8.3,1
8.32,7.28,6.45,6,60.4,4.78,5.26,31.24,1,6,3,11.3,3.6,1
11.15,5.78,3.86,0,61.4,3.32,6.22,20.13,1,8,1,66.6,9.1,1
10.88,3.83,3.62,5,29.5,9.83,3.64,21.0,2,0,2,11.6,22.9,1
4.2,2.51,3.41,5,43.6,2.84,3.1,18.65,0,4,5,28.1,2.3,1
8.31,2.23,4.96,8,81.5,4.51,7.92,16.9,0,7,4,76.1,1.8,1
6.82,1.07,4.88,6,80.7,16.31,5.72,35.58,2,1,2,85.0,19.0,1
11.15,4.0,7.56,7,30.5,6.47,1.26,27.06,2,6,4,91.7,19.9,1
8.52,6.45,8.15,4,90.6,5.96,6.7,15.56,0,4,4,86.8,2.0,1
6.48,3.38,4.02,4,54.3,0.09,4.12,33.33,2,6,2,69.5,3.0,1
5.48,4.69,4.63,7,51.3,13.39,6.27,27.68,1,0,5,40.6,18.5,1
15.21,10.91,4.49,2,20.0,7.91,7.36,18.88,0,7,2,97.7,26.9,2
7.67,4.59,8.06,5,88.4,2.55,4.53,24.54,0,7,4,100.8,0.0,0
7.36,7.07,3.43,2,60.4,9.35,5.01,8.67,0,4,5,91.7,7.7,1
10.7,5.07,6.03,2,38.4,9.53,7.35,24.13,2,8,2,34.7,27.8,1
15.55,10.4,4.24,8,57.0,14.27,4.2,9.2,0,8,1,113.1,14.7,2
12.8,9.13,3.49,4,64.9,13.36,0.64,28.55,2,4,5,102.7,5.6,2
8.8,7.23,8.71,3,63.9,9.78,3.27,12.13,0,7,1,84.1,9.3,1
15.0,10.27,3.05,4,47.9,10.49,3.14,19.69,0,1,2,110.8,12.5,2
13.06,3.47,4.59,10,58.6,2.8,1.3,26.53,1,6,3,47.5,2.9,1
13.08,8.94,5.15,8,78.1,8.34,10.47,22.51,0,2,5,92.4,16.1,1
4.86,1.05,5.1,7,91.6,1.98,4.53,11.7,0,4,4,116.5,0.0,0
13.77,5.35,8.4,1,23.3,11.67,8.72,38.35,2,0,5,29.8,34.2,1
13.1,4.96,4.94,3,49.5,9.52,4.78,23.26,1,4,3,111.5,6.4,1
3.94,3.78,7.04,8,60.5,9.86,3.39,32.28,2,6,5,88.7,8.4,1
7.82,2.11,4.07,9,83.8,17.2,0.0,17.25,1,8,3,32.6,0.0,1
5.15,2.46,7.37,8,40.9,7.03,8.32,17.44,0,2,2,87.5,18.7,0
3.68,1.66,7.79,0,61.9,5.76,2.23,14.42,1,0,5,51.9,0.0,0
4.61,2.8,5.22,3,90.2,6.04,1.74,33.97,1,4,4,42.8,0.0,1
10.48,5.75,4.79,4,34.3,6.73,1.57,13.74,0,2,3,28.8,2.1,1
14.22,6.62,3.35,5,34.3,18.13,0.91,27.11,2,0,3,20.5,24.8,2
11.27,8.62,6.61,3,79.9,13.95,3.82,12.36,1,3,3,27.1,8.9,1
8.36,7.45,8.13,7,74.6,8.43,9.36,30.45,1,1,4,106.8,15.9,1
5.92,3.67,4.01,0,73.9,15.31,9.72,18.0,2,0,5,61.2,20.9,1
9.61,5.4,3.33,2,79.7,14.62,4.12,9.82,1,5,4,43.8,14.4,1
6.01,1.48,8.35,7,54.3,4.29,7.81,16.61,0,2,4,101.8,15.9,0
5.83,2.89,5.76,5,35.4,6.57,7.69,25.26,2,5,2,47.2,26.3,1
11.09,11.01,6.88,2,37.0,11.8,9.4,9.05,0,7,2,100.5,29.2,1
7.62,3.74,5.95,7,30.9,2.12,7.04,36.36,2,3,3,54.8,21.4,1
12.41,1.74,4.01,10,78.3,13.56,0.0,36.8,2,0,4,50.7,7.2,1
14.49,1.57,6.16,4,66.1,16.38,7.09,11.57,2,7,1,57.0,12.4,1
3.44,2.99,7.61,1,46.4,11.51,7.44,29.55,2,7,5,92.5,27.2,0
2.59,1.32,4.2,7,34.0,0.0,3.74,23.03,1,1,5,9.5,7.6,1
2.43,1.84,6.57,0,46.7,2.89,6.73,25.59,0,3,1,51.7,21.8,0
13.44,6.24,7.7,6,65.8,14.51,4.49,32.17,1,1,1,44.0,14.9,1
8.98,2.69,4.04,4,61.5,4.34,7.28,40.8,1,4,4,57.1,24.4,1
6.57,4.57,3.01,3,92.5,6.65,6.31,21.55,0,8,4,107.2,0.0,1
15.55,11.81,5.7,6,79.3,11.3,5.27,25.3,1,8,1,24.2,9.1,2
7.18,3.28,7.84,10,77.2,10.19,1.27,23.25,0,7,3,117.5,1.2,0
14.8,3.79,5.41,7,61.0,6.03,13.66,20.77,0,2,4,60.7,26.0,1
6.87,4.18,4.76,5,50.1,8.41,9.38,31.63,2,6,3,4.1,17.1,1
12.3,4.58,4.17,2,78.7,13.84,3.29,18.42,1,0,3,65.9,11.7,2
7.76,1.33,6.76,0,74.1,10.31,4.47,30.11,2,4,3,70.7,11.8,1
10.95,10.49,3.97,6,82.9,5.2,8.19,35.75,0,8,5,95.2,9.2,2
3.47,3.2,5.61,8,77.5,11.37,4.47,42.37,2,1,1,90.0,7.3,0
12.2,8.08,3.93,6,58.9,12.88,8.68,26.3,1,8,3,60.7,17.7,1
12.27,6.48,5.03,7,76.8,10.95,7.26,27.45,2,5,1,103.1,14.7,1
5.93,5.57,8.78,8,56.4,7.51,6.42,20.63,1,6,3,94.0,10.1,0
3.37,2.53,4.08,2,36.1,5.42,0.54,12.52,0,2,4,45.5,6.7,1
13.18,11.49,7.77,3,62.8,1.48,10.35,29.02,2,2,5,7.6,18.7,1
4.57,4.22,6.04,7,65.3,17.49,13.15,19.84,2,6,2,96.2,30.9,1
15.28,4.37,3.54,2,33.2,17.89,1.7,20.98,0,2,3,66.4,23.6,2
12.68,10.3,7.93,0,54.4,6.47,6.13,10.37,1,2,1,86.4,8.8,1
6.57,3.47,7.63,10,91.3,5.15,1.67,25.77,2,8,5,17.5,0.0,0
7.46,4.34,6.04,8,80.8,7.99,2.15,22.54,2,6,5,91.9,10.6,1
10.72,2.34,4.91,9,70.4,6.85,6.66,11.58,1,8,3,108.0,12.1,1
6.18,2.58,7.87,4,56.5,5.38,3.11,16.14,1,1,5,9.0,6.5,0
11.43,9.45,7.84,0,72.9,9.07,4.11,13.73,0,7,4,95.1,3.3,1
9.96,4.05,7.36,9,63.3,5.56,2.14,8.15,1,4,3,57.7,0.0,1
4.9,4.85,8.4,0,80.5,7.58,6.57,21.56,1,8,4,7.4,7.1,0
9.36,5.34,6.45,7,60.5,7.48,5.27,14.01,0,5,1,59.9,9.2,1
5.36,4.63,5.78,1,53.3,6.71,5.03,14.8,0,6,2,37.0,16.1,1
5.95,2.36,7.79,0,84.9,11.15,3.39,31.85,0,6,1,0.9,3.7,1
15.45,5.74,5.19,5,60.4,8.45,12.11,13.65,1,4,3,25.2,27.9,1
5.15,1.17,7.05,7,76.4,8.14,3.87,19.24,2,7,3,25.6,3.8,0
2.19,1.52,3.24,3,55.7,3.48,0.39,16.92,1,2,5,109.6,0.0,0
5.24,3.69,7.11,9,102.7,8.22,3.69,22.01,0,4,1,51.8,4.6,0
12.99,1.13,7.13,2,33.3,14.81,2.72,5.46,0,7,2,86.5,19.6,1
8.12,2.48,7.03,8,49.1,5.77,1.55,21.14,0,1,2,42.8,5.3,0
7.25,3.41,4.17,9,94.7,5.69,5.0,35.75,2,3,5,25.2,2.1,1
7.33,2.81,7.84,0,74.4,9.59,2.64,28.33,2,3,1,0.9,4.2,1
7.6,6.18,6.9,2,51.7,5.43,6.46,12.92,0,2,4,105.5,12.6,1
3.63,2.19,5.57,6,43.5,5.66,9.05,22.8,2,0,1,74.0,22.4,1
